layer_index,layer_offset,position,train_auc,train_auc_within_relevant,train_auc_within_false,train_auc_policy_neutral,train_auc_policy_context,train_auc_policy_parametric,train_robust_auc,validation_auc,validation_auc_within_relevant,validation_auc_within_false,validation_auc_policy_neutral,validation_auc_policy_context,validation_auc_policy_parametric,validation_robust_auc
2,2,claim_answer_end,0.5302256279267774,0.5354956621306205,0.5216673272559122,0.5301889285242436,0.5303210463733651,0.5301669088827234,0.5216673272559122,0.5096296296296295,0.5144444444444445,0.5,0.5096296296296295,0.5096296296296295,0.5096296296296295,0.5
2,2,claim_end,0.5517070115431854,0.5732446675768119,0.5117144492887655,0.55130576474215,0.5519663539877571,0.5517901968555953,0.5117144492887655,0.5602469135802469,0.5903703703703703,0.49999999999999994,0.5585185185185185,0.5614814814814815,0.5607407407407408,0.49999999999999994
2,2,context_end,0.5501411703684131,0.5684003464423599,0.5171459608637571,0.5506892147795833,0.5498084291187739,0.5496763112696526,0.5171459608637571,0.5232921810699589,0.5349382716049382,0.5,0.5207407407407408,0.5251851851851853,0.522962962962963,0.5
2,2,query_subject_end,0.8332330216330743,0.4999779803584798,0.9998972416729056,0.8278504425947946,0.8360417492403224,0.8356894349759987,0.4999779803584798,0.8212345679012346,0.4724691358024691,0.995925925925926,0.8185185185185186,0.8155555555555556,0.8266666666666667,0.4724691358024691
2,2,question_end,0.5227658627050885,0.49599976512382377,0.536603984087139,0.5380279209054477,0.5297044964107985,0.527238296560532,0.49599976512382377,0.5080246913580247,0.48716049382716053,0.5166666666666667,0.5055555555555555,0.5155555555555555,0.5159259259259259,0.48716049382716053
2,2,prompt_end,0.5278890992987968,0.5065545132925237,0.5385123530188929,0.5558197912537984,0.5576694411414982,0.5571409697450126,0.5065545132925237,0.5152263374485597,0.4872839506172839,0.5261728395061729,0.5033333333333334,0.5322222222222223,0.5548148148148148,0.4872839506172839
2,2,assistant_start,0.5678620885385319,0.5524581259817091,0.5660515846802014,0.5977451887083278,0.5932531818381996,0.6094596379970934,0.5524581259817091,0.5079012345679013,0.4607407407407407,0.5391358024691357,0.49703703703703705,0.5511111111111111,0.48370370370370364,0.4607407407407407
3,3,claim_answer_end,0.5311602393779696,0.5375655084335227,0.5217994451050336,0.5309816356189722,0.5313779891663364,0.5311357731096138,0.5217994451050336,0.488641975308642,0.482962962962963,0.5,0.4881481481481481,0.4888888888888889,0.4888888888888889,0.482962962962963
3,3,claim_end,0.5669788562508868,0.5976717899032603,0.507838992381204,0.5665433566741533,0.5665873959571938,0.567247985202801,0.507838992381204,0.5531687242798353,0.5797530864197531,0.5,0.5511111111111111,0.554074074074074,0.554074074074074,0.5
3,3,context_end,0.5751505898817301,0.6033381776544678,0.5154724681082192,0.5753071739992073,0.5751310168670454,0.5750429383009644,0.5154724681082192,0.5464197530864199,0.5696296296296297,0.5,0.5488888888888889,0.548148148148148,0.5437037037037037,0.5
3,3,query_subject_end,0.8231284528021217,0.4760206103844629,0.9969759692312209,0.8158277183247457,0.8282908354251992,0.821640903686088,0.4760206103844629,0.8095061728395062,0.44580246913580246,0.9923456790123456,0.81,0.8011111111111111,0.8162962962962962,0.44580246913580246
3,3,question_end,0.7089394851318486,0.48454955153330104,0.8261329105562163,0.7114105782357864,0.7197340027304355,0.7137446602369314,0.48454955153330104,0.6737860082304528,0.4855555555555556,0.7724691358024692,0.7055555555555555,0.6933333333333334,0.721111111111111,0.4855555555555556
3,3,prompt_end,0.6989915004183731,0.49249130224159954,0.8033646012242921,0.6995199718148588,0.734971594662439,0.7192495706169904,0.49249130224159954,0.7059670781893005,0.48024691358024696,0.8212345679012346,0.7133333333333334,0.7207407407407408,0.7485185185185186,0.48024691358024696
3,3,assistant_start,0.6906142501333412,0.4973943424201054,0.7914152757593105,0.6883339939225789,0.7303474699431893,0.7188972563526667,0.4973943424201054,0.6769958847736626,0.45851851851851855,0.7953086419753087,0.7188888888888888,0.6866666666666666,0.6888888888888889,0.45851851851851855
4,4,claim_answer_end,0.5279600514770286,0.5324349319593078,0.5219315629541551,0.5278988858061391,0.5278988858061392,0.5280970625798213,0.5219315629541551,0.4998353909465021,0.4997530864197531,0.5,0.4992592592592592,0.5007407407407407,0.5,0.4992592592592592
4,4,claim_end,0.5650068750214079,0.5946037198514408,0.5092629291995127,0.563240410446118,0.5656185317303034,0.5657946888624654,0.5092629291995127,0.5694650205761317,0.6041975308641975,0.4999999999999999,0.5703703703703704,0.5696296296296296,0.5688888888888889,0.4999999999999999
4,4,context_end,0.5739957820153354,0.6023105943835235,0.5171900001467976,0.5738098383758313,0.5746465847536003,0.5738098383758312,0.5171900001467976,0.5430452674897119,0.5645679012345679,0.5000000000000001,0.5385185185185185,0.542962962962963,0.5466666666666666,0.5000000000000001
4,4,query_subject_end,0.8270381624853814,0.4842559563130312,0.9985907429427049,0.8223455322147355,0.828158717576078,0.8246796142158805,0.4842559563130312,0.8110288065843623,0.4332098765432099,0.9998765432098766,0.8096296296296297,0.8055555555555556,0.8177777777777778,0.4332098765432099
4,4,question_end,0.7858076070521571,0.4895553500389013,0.9333245254767252,0.7958338838243713,0.8074602545470559,0.8004580085436208,0.4895553500389013,0.7260082304526748,0.47913580246913584,0.8495061728395061,0.7440740740740741,0.7448148148148148,0.7685185185185186,0.47913580246913584
4,4,prompt_end,0.7051276405220123,0.49150775825369564,0.8141248660471808,0.7327696305104153,0.7593693574668604,0.7419298013828335,0.49150775825369564,0.6951440329218107,0.4819753086419753,0.8022222222222223,0.7025925925925927,0.7059259259259258,0.717037037037037,0.4819753086419753
4,4,assistant_start,0.6511746255437628,0.46342537543488793,0.7569765564216615,0.6431056502400141,0.6841062227506935,0.6535869996036464,0.46342537543488793,0.6329218106995884,0.4487654320987654,0.7374074074074074,0.6299999999999999,0.6166666666666667,0.6618518518518519,0.4487654320987654
5,5,claim_answer_end,0.5279331385818373,0.5317963623552209,0.5207425023120624,0.5278548465230986,0.5281631215043819,0.5277887875985379,0.5207425023120624,0.5041769547325102,0.5062962962962962,0.49993827160493826,0.5042592592592592,0.5037037037037037,0.5044444444444445,0.49993827160493826
5,5,claim_end,0.5772742619750151,0.6095183570411473,0.5115236123955902,0.5753071739992073,0.5783018452459594,0.5782578059629189,0.5115236123955902,0.5751028806584362,0.6127160493827161,0.4998765432098765,0.5733333333333334,0.5775925925925927,0.5740740740740741,0.4998765432098765
5,5,context_end,0.5820109315287014,0.6178124220137695,0.5113768147854553,0.5829700092482495,0.5811203593605495,0.5816928700400756,0.5113768147854553,0.5771604938271605,0.615679012345679,0.5001234567901235,0.575925925925926,0.5777777777777778,0.5785185185185185,0.5001234567901235
5,5,query_subject_end,0.8019700239280105,0.4063357848534226,0.9998532023898651,0.7923107411811336,0.8014268727705113,0.8059188796406394,0.4063357848534226,0.7915226337448561,0.3745679012345679,1.0,0.7918518518518519,0.788888888888889,0.788888888888889,0.3745679012345679
5,5,question_end,0.7183492119414963,0.49623464130003964,0.8282614759031723,0.7425023120623596,0.761747478751046,0.7456731404412736,0.49623464130003964,0.6147736625514403,0.4893827160493827,0.6760493827160494,0.6774074074074073,0.6692592592592593,0.7077777777777778,0.4893827160493827
5,5,prompt_end,0.6939269828687189,0.4612968100879317,0.8148882136198823,0.6874091689787291,0.7139648566521337,0.6838419870524507,0.4612968100879317,0.671358024691358,0.4607407407407408,0.7851851851851852,0.7355555555555556,0.6244444444444445,0.717037037037037,0.4607407407407408
5,5,assistant_start,0.6227595014753161,0.49397395810396205,0.6921800913081135,0.6121900735456026,0.7028669573259347,0.6739331483683445,0.49397395810396205,0.5599588477366255,0.4793827160493827,0.6033333333333334,0.601111111111111,0.6011111111111112,0.6055555555555555,0.4793827160493827
6,6,claim_answer_end,0.5297240694254831,0.5344900985011964,0.5215352094067909,0.5294842999955961,0.5298806535429603,0.5298145946183996,0.5215352094067909,0.5007407407407407,0.5009876543209877,0.500246913580247,0.4996296296296296,0.5011111111111111,0.5007407407407407,0.4996296296296296
6,6,claim_end,0.5950220930403253,0.6325215425492873,0.5112153374143069,0.5938917514422865,0.5965781477077553,0.5952129299335006,0.5112153374143069,0.5187654320987654,0.5280246913580247,0.5002469135802469,0.5214814814814814,0.5174074074074074,0.52,0.5002469135802469
6,6,context_end,0.5771078913501955,0.6096357951292554,0.5145036038813288,0.5743383097723168,0.5786541595102831,0.5778174131325142,0.5145036038813288,0.5662139917695473,0.5992592592592593,0.5001234567901235,0.5662962962962963,0.567037037037037,0.5659259259259259,0.5001234567901235
6,6,query_subject_end,0.8434403487911217,0.530321046373365,1.0,0.8419430131677457,0.8478002378121284,0.8423393667151098,0.530321046373365,0.8234567901234568,0.4703703703703704,1.0,0.8211111111111111,0.818888888888889,0.825925925925926,0.4703703703703704
6,6,question_end,0.8093930897471655,0.43657609254121343,0.9964621775957487,0.8020434227330779,0.8062711939049632,0.8093979830008368,0.43657609254121343,0.8067901234567902,0.43407407407407406,0.9914814814814814,0.7977777777777778,0.79,0.7929629629629631,0.43407407407407406
6,6,prompt_end,0.721750023242955,0.46697787760015264,0.8524390422923914,0.7118950103492314,0.7567270004844321,0.7234773417888758,0.46697787760015264,0.6780246913580247,0.4575308641975309,0.7985185185185185,0.7274074074074074,0.6762962962962963,0.7274074074074075,0.4575308641975309
6,6,assistant_start,0.590390628440569,0.5007706874532083,0.6390980754833311,0.6036464526357511,0.6788655480688774,0.6685163165543664,0.5007706874532083,0.5607818930041153,0.48419753086419753,0.5990123456790124,0.6022222222222222,0.5922222222222222,0.6088888888888889,0.48419753086419753
7,7,claim_answer_end,0.5311969387805033,0.5367654614582875,0.5216673272559122,0.5308935570528911,0.5314220284493768,0.5311798123926543,0.5216673272559122,0.5090123456790123,0.5135802469135803,0.49987654320987646,0.5096296296296295,0.5088888888888888,0.5088888888888888,0.49987654320987646
7,7,claim_end,0.5920372083009156,0.627603822609768,0.511787848093833,0.5918219051393843,0.5934073193288413,0.5906328444972916,0.511787848093833,0.4926748971193415,0.48888888888888893,0.500246913580247,0.49333333333333335,0.4922222222222222,0.4925925925925926,0.48888888888888893
7,7,context_end,0.6129509744914685,0.6604424479969466,0.5171166013417302,0.6126524860175276,0.6137534680935395,0.6119038182058395,0.5171166013417302,0.5823868312757202,0.6240740740740742,0.49901234567901237,0.5814814814814815,0.5825925925925926,0.582962962962963,0.49901234567901237
7,7,query_subject_end,0.8523852165020086,0.5571556495060261,1.0,0.8534813053243493,0.8550667195138063,0.8509710661910423,0.5571556495060261,0.8351851851851853,0.5055555555555555,1.0,0.8333333333333334,0.8374074074074075,0.8351851851851853,0.5055555555555555
7,7,question_end,0.8189153613912499,0.4596967161374613,0.9989724167290556,0.810719161492051,0.8154313647773814,0.81529924692826,0.4596967161374613,0.8166255144032922,0.4501234567901235,0.999753086419753,0.8092592592592592,0.8077777777777778,0.8085185185185186,0.4501234567901235
7,7,prompt_end,0.7263692547085333,0.47405352240865517,0.8525271208584724,0.7820495882327035,0.7931034482758621,0.7708636103404236,0.47405352240865517,0.624320987654321,0.4693827160493827,0.7066666666666667,0.762962962962963,0.7244444444444444,0.732962962962963,0.4693827160493827
7,7,assistant_start,0.5821699622730142,0.5013872374157748,0.6239632418784222,0.6165059232835689,0.673316598405778,0.6741533447835469,0.5013872374157748,0.5635802469135802,0.48444444444444446,0.6006172839506173,0.607037037037037,0.5925925925925927,0.6222222222222222,0.48444444444444446
8,8,claim_answer_end,0.5304189114467883,0.5357672377093701,0.5212709737085481,0.5307394195622496,0.5301889285242436,0.5302109481657639,0.5212709737085481,0.5119341563786008,0.5176543209876543,0.5004938271604937,0.5118518518518519,0.5122222222222221,0.5118518518518519,0.5004938271604937
8,8,claim_end,0.5973317087731145,0.6344592710030681,0.5123163194903188,0.5971506583872814,0.5983397190293742,0.5968864226890386,0.5123163194903188,0.5007407407407407,0.5011111111111112,0.5,0.5014814814814815,0.5014814814814814,0.5,0.5
8,8,context_end,0.6164349711053371,0.6640536692062653,0.5150173955168009,0.6147223323204298,0.6172325714537367,0.6171885321706962,0.5150173955168009,0.5191358024691358,0.528641975308642,0.5001234567901234,0.5237037037037038,0.5151851851851852,0.5177777777777778,0.5001234567901234
8,8,query_subject_end,0.8156564544462549,0.4469693633387648,1.0,0.8155194433434625,0.8154313647773814,0.8133615184744792,0.4469693633387648,0.8107407407407408,0.43222222222222223,1.0,0.8025925925925926,0.8051851851851852,0.8114814814814815,0.43222222222222223
8,8,question_end,0.8178633118519497,0.4672421132983955,0.9931445516066999,0.8131853613423172,0.8175892896463646,0.8185141145902144,0.4672421132983955,0.7963374485596708,0.46740740740740744,0.9574074074074075,0.8085185185185185,0.8066666666666666,0.8111111111111111,0.46740740740740744
8,8,prompt_end,0.7081639044249693,0.47045698096034994,0.8300450668663114,0.7584445325230105,0.7762364028713613,0.7476989474611353,0.47045698096034994,0.6130041152263375,0.46938271604938275,0.6944444444444445,0.7503703703703704,0.7196296296296296,0.7214814814814815,0.46938271604938275
8,8,assistant_start,0.5623522849048017,0.5038240777440144,0.5924751545044846,0.607918263090677,0.6394944290306954,0.6607213634562029,0.5038240777440144,0.5593004115226338,0.48222222222222216,0.5987654320987654,0.5907407407407408,0.5555555555555556,0.597037037037037,0.48222222222222216
9,9,claim_answer_end,0.5294353674588844,0.5333083777396104,0.5211388558594267,0.5293301625049545,0.5298366142599199,0.5292861232219139,0.5211388558594267,0.5053909465020576,0.5081481481481481,0.49987654320987657,0.5062962962962962,0.5048148148148148,0.5051851851851852,0.49987654320987657
9,9,claim_end,0.5668124856260673,0.5869849238854391,0.5157954228505159,0.5703747742986744,0.5651340996168582,0.5650900603338178,0.5157954228505159,0.4894650205761316,0.48419753086419753,0.5,0.4911111111111111,0.4881481481481481,0.48962962962962964,0.48419753086419753
9,9,context_end,0.6194149625910756,0.6662115940752484,0.518848813141322,0.6197428105870436,0.6178050821332629,0.6209318712291364,0.518848813141322,0.5225514403292181,0.5338271604938272,0.49999999999999994,0.5292592592592593,0.517037037037037,0.5214814814814814,0.49999999999999994
9,9,query_subject_end,0.8129994177028131,0.43899825310843943,1.0,0.8124366935306293,0.811291672171577,0.8123486149645485,0.43899825310843943,0.8171193415637861,0.451358024691358,1.0,0.8148148148148149,0.818888888888889,0.8133333333333334,0.451358024691358
9,9,question_end,0.826367786732432,0.47910336019729594,1.0,0.8252961641784472,0.8263531069714185,0.8254282820275687,0.47910336019729594,0.8271604938271605,0.4817283950617284,0.9997530864197531,0.8266666666666668,0.8296296296296297,0.8266666666666667,0.4817283950617284
9,9,prompt_end,0.6844096044783058,0.47850148999574293,0.7898298615698536,0.7716122781521116,0.7941603910688334,0.7569912361826749,0.47850148999574293,0.6232098765432099,0.4753086419753087,0.7024691358024691,0.7122222222222223,0.7103703703703703,0.7103703703703704,0.4753086419753087
9,9,assistant_start,0.5520470926733313,0.5022093040325303,0.5791312517432217,0.6209538908706566,0.639186154049412,0.6520456246972299,0.5022093040325303,0.552716049382716,0.4835802469135802,0.5862962962962963,0.6018518518518519,0.5596296296296296,0.5922222222222222,0.4835802469135802
10,10,claim_answer_end,0.5287796714669485,0.5320972974559974,0.5219315629541551,0.5288457303915093,0.52891178931607,0.5286695732593474,0.5219315629541551,0.5230864197530865,0.5345679012345679,0.5001234567901235,0.522962962962963,0.5237037037037037,0.522962962962963,0.5001234567901235
10,10,claim_end,0.6314866193978362,0.6835337120711674,0.5155752264353136,0.6296076099881094,0.6332188311974282,0.6315453384418902,0.5155752264353136,0.5081069958847737,0.5117283950617284,0.5008641975308642,0.5070370370370371,0.5081481481481481,0.5103703703703703,0.5008641975308642
10,10,context_end,0.5845358504230218,0.6176656244036348,0.511875926659914,0.5816488307570352,0.5846435020037875,0.5871537411370943,0.511875926659914,0.5241975308641976,0.5365432098765432,0.49950617283950616,0.5233333333333333,0.5259259259259259,0.5192592592592593,0.49950617283950616
10,10,query_subject_end,0.823231211129216,0.4698991500418373,0.9998972416729056,0.8226538071960189,0.8231822785925046,0.8238428678381116,0.4698991500418373,0.8234156378600823,0.4781481481481482,0.9958024691358025,0.8233333333333333,0.8237037037037036,0.8207407407407407,0.4781481481481482
10,10,question_end,0.8063250196953461,0.419033778130092,0.9999559607169596,0.8030563262430088,0.805214251111992,0.8044655833003039,0.419033778130092,0.8186831275720164,0.4560493827160494,1.0,0.8159259259259258,0.8159259259259259,0.8144444444444444,0.4560493827160494
10,10,prompt_end,0.7597657110142246,0.47960247207175466,0.9000895465421823,0.809794336548201,0.8181618003258907,0.818470075307174,0.47960247207175466,0.7323868312757201,0.5107407407407407,0.8391358024691358,0.8307407407407408,0.8274074074074074,0.8266666666666667,0.5107407407407407
10,10,assistant_start,0.6802796983798438,0.4737746069493988,0.7844717487999295,0.8007222442418638,0.7959219623904523,0.7855286915929008,0.4737746069493988,0.6506584362139918,0.48172839506172843,0.74,0.7255555555555556,0.7525925925925926,0.7585185185185186,0.48172839506172843
11,11,claim_answer_end,0.5281166355945058,0.5315688260595117,0.5217994451050337,0.5279649447306998,0.5280530232967806,0.528273219711983,0.5217994451050337,0.49201646090534973,0.4880246913580247,0.5,0.49296296296296294,0.49259259259259264,0.4911111111111111,0.4880246913580247
11,11,claim_end,0.5688578656606138,0.5896052612263473,0.5182909822228094,0.5679966530144889,0.5685251244109747,0.5692737922226626,0.5182909822228094,0.4982716049382716,0.49790123456790125,0.4990123456790123,0.4988888888888889,0.49518518518518523,0.5037037037037038,0.49518518518518523
11,11,context_end,0.5471856451510303,0.5685765035745218,0.5016000939504704,0.5461531686264147,0.548134936363236,0.5471220328533052,0.5016000939504704,0.5121810699588477,0.5182716049382716,0.49999999999999994,0.5107407407407407,0.5162962962962965,0.5111111111111112,0.49999999999999994
11,11,query_subject_end,0.8443700669886427,0.5331102009659283,1.0,0.8434403487911216,0.847491962830845,0.8442330558858502,0.5331102009659283,0.82440329218107,0.4732098765432099,1.0,0.8159259259259259,0.8240740740740741,0.8251851851851852,0.4732098765432099
11,11,question_end,0.8036875559665888,0.46175188267935,0.9722405719234891,0.809045668736513,0.8082970009248249,0.8032324833751707,0.46175188267935,0.7758024691358025,0.4820987654320988,0.9162962962962964,0.8062962962962962,0.794074074074074,0.7788888888888889,0.4820987654320988
11,11,prompt_end,0.709634327153154,0.4917426344299115,0.8176920479734591,0.7622759501475316,0.80970625798212,0.793191526841943,0.4917426344299115,0.6069958847736625,0.5066666666666666,0.6541975308641975,0.7051851851851851,0.7181481481481482,0.711851851851852,0.5066666666666666
11,11,assistant_start,0.7088514065657676,0.4915371177757226,0.8233877952466933,0.7830624917426344,0.7947329017483595,0.7737261637380543,0.4915371177757226,0.6102057613168724,0.4775308641975309,0.6807407407407408,0.7174074074074075,0.7496296296296295,0.7244444444444444,0.4775308641975309
12,12,claim_answer_end,0.5327554400747689,0.5387986083586559,0.5217994451050337,0.5325890694499493,0.5329854229973136,0.5328092658651518,0.5217994451050337,0.4980246913580247,0.49691358024691357,0.500246913580247,0.4977777777777777,0.4985185185185185,0.4977777777777778,0.49691358024691357
12,12,claim_end,0.6450262523059458,0.7098985628513967,0.5178212298703777,0.6468710089399744,0.6430395913154533,0.6454617518826794,0.5178212298703777,0.5874897119341563,0.6316049382716049,0.49925925925925924,0.585925925925926,0.5911111111111111,0.5888888888888889,0.49925925925925924
12,12,context_end,0.5910243047909847,0.6283524904214559,0.5075747566829613,0.5909851587616154,0.5913374730259391,0.5895759017043203,0.5075747566829613,0.5404115226337449,0.5595061728395062,0.5022222222222222,0.5377777777777778,0.5414814814814815,0.5385185185185185,0.5022222222222222
12,12,query_subject_end,0.8468656263609362,0.5405968790828085,1.0,0.8519839697009733,0.8478883163782094,0.8399172061478839,0.5405968790828085,0.8303703703703704,0.4911111111111111,1.0,0.8296296296296297,0.8344444444444445,0.8303703703703704,0.4911111111111111
12,12,question_end,0.8475457886212279,0.5426373658636838,1.0,0.8495618091337473,0.8496058484167879,0.8457744307922668,0.5426373658636838,0.8226748971193416,0.4680246913580246,1.0,0.8207407407407408,0.8251851851851852,0.8207407407407408,0.4680246913580246
12,12,prompt_end,0.8290248234758737,0.4870744704276214,1.0,0.8293037389351301,0.8297881710485754,0.8250319284802043,0.4870744704276214,0.8247325102880658,0.49320987654320986,0.9902469135802469,0.825925925925926,0.825925925925926,0.8344444444444445,0.49320987654320986
12,12,assistant_start,0.8227565655231133,0.4849165455586383,0.9925573611661602,0.8281146782930373,0.8256044391597305,0.8193949002510239,0.4849165455586383,0.8082716049382717,0.46777777777777774,0.9795061728395061,0.8118518518518519,0.8244444444444445,0.8114814814814816,0.46777777777777774
13,13,claim_answer_end,0.5297314093059898,0.5336460122429207,0.5214030915576694,0.5292420839388735,0.5302990267318448,0.5295943982031972,0.5214030915576694,0.5099176954732509,0.5148148148148148,0.5001234567901235,0.5107407407407407,0.5096296296296297,0.5096296296296297,0.5001234567901235
13,13,claim_end,0.603149787388128,0.6474948987830478,0.5178065501093642,0.6024794116351786,0.6015986259743691,0.6046813757872023,0.5178065501093642,0.5683539094650205,0.6025925925925927,0.4998765432098765,0.5659259259259259,0.5707407407407408,0.5666666666666668,0.4998765432098765
13,13,context_end,0.619454108620445,0.670982516404633,0.5112740564583609,0.6157792751134011,0.6217686176069054,0.620711674813934,0.5112740564583609,0.5268724279835391,0.5397530864197531,0.5011111111111112,0.5240740740740741,0.53,0.528888888888889,0.5011111111111112
13,13,query_subject_end,0.8477855580511149,0.5433566741533448,1.0,0.8518078125688113,0.8518958911348924,0.8431320738098385,0.5433566741533448,0.8282304526748971,0.4846913580246913,1.0,0.8292592592592593,0.8303703703703704,0.8311111111111111,0.4846913580246913
13,13,question_end,0.8416396314401337,0.5249188943204004,1.0,0.8452019201127406,0.8438807416215265,0.8406218346765315,0.5249188943204004,0.8208641975308641,0.46259259259259256,1.0,0.8166666666666667,0.8174074074074075,0.8155555555555556,0.46259259259259256
13,13,prompt_end,0.8286920822262347,0.486076246678704,1.0,0.8282027568591184,0.828070639009997,0.8225657286299379,0.486076246678704,0.8275720164609054,0.4925925925925926,0.9950617283950617,0.8314814814814815,0.822962962962963,0.8311111111111111,0.4925925925925926
13,13,assistant_start,0.8138802033636225,0.48915899649153716,0.9768353371207117,0.8302726031620206,0.8325186065970845,0.8204958823270357,0.48915899649153716,0.7776337448559671,0.46611111111111114,0.9350617283950617,0.8124074074074075,0.8174074074074075,0.8114814814814815,0.46611111111111114
14,14,claim_answer_end,0.5314049020615278,0.5360755126906533,0.5198176773682124,0.5320605980534636,0.5311137534680935,0.5312238516756946,0.5198176773682124,0.53,0.5449382716049381,0.5001234567901235,0.5314814814814816,0.5296296296296297,0.5296296296296297,0.5001234567901235
14,14,claim_end,0.6250764570886119,0.6781755993012434,0.5169698037315953,0.6225172854185934,0.6258642709296692,0.6259083102127098,0.5169698037315953,0.5658024691358025,0.5995061728395061,0.4983950617283951,0.5666666666666667,0.5633333333333332,0.5659259259259259,0.4983950617283951
14,14,context_end,0.5940140827840656,0.6303048986362502,0.5154871478692327,0.5945523406878936,0.5938917514422866,0.5936275157440436,0.5154871478692327,0.5681893004115226,0.6008641975308643,0.5028395061728396,0.5603703703703705,0.5725925925925927,0.5733333333333334,0.5028395061728396
14,14,query_subject_end,0.7696745496983309,0.30902364909499275,1.0,0.7620997930153698,0.7720526709825165,0.7701589818117762,0.30902364909499275,0.7843621399176955,0.3530864197530864,1.0,0.7755555555555556,0.7844444444444445,0.7900000000000001,0.3530864197530864
14,14,question_end,0.8380430899918283,0.5141292699754848,1.0,0.8404897168274101,0.8408860703747744,0.834324217201744,0.5141292699754848,0.8182716049382717,0.4548148148148149,1.0,0.8181481481481482,0.8185185185185185,0.8122222222222223,0.4548148148148149
